query_id,question_kr,domain,type,baseline,R1_accuracy,R2_coverage,R3_evidence_level,R4_citation_verify,R5_clinical_usefulness,total,best_worst,comment
DG-004,요추 추간판 탈출증 수술: 미세현미경 vs 내시경 추간판절제술의 결과 비교 근거는?,degenerative,comparison,B2,,,,,,,,
DG-004,요추 추간판 탈출증 수술: 미세현미경 vs 내시경 추간판절제술의 결과 비교 근거는?,degenerative,comparison,B3,,,,,,,,
DG-004,요추 추간판 탈출증 수술: 미세현미경 vs 내시경 추간판절제술의 결과 비교 근거는?,degenerative,comparison,B4,,,,,,,,
DG-005,"요추 추체간 유합술에서 BMP-2 사용의 유합률, 합병증, 암 위험 근거는?",degenerative,single_evidence,B1,,,,,,,,
DG-005,"요추 추체간 유합술에서 BMP-2 사용의 유합률, 합병증, 암 위험 근거는?",degenerative,single_evidence,B2,,,,,,,,
DG-005,"요추 추체간 유합술에서 BMP-2 사용의 유합률, 합병증, 암 위험 근거는?",degenerative,single_evidence,B3,,,,,,,,
DG-005,"요추 추체간 유합술에서 BMP-2 사용의 유합률, 합병증, 암 위험 근거는?",degenerative,single_evidence,B4,,,,,,,,
DG-006,다분절 경추 척수증에서 후궁성형술 vs 후궁절제+유합술의 역할과 어느 접근법이 우수한가?,degenerative,comparison,B1,,,,,,,,
DG-006,다분절 경추 척수증에서 후궁성형술 vs 후궁절제+유합술의 역할과 어느 접근법이 우수한가?,degenerative,comparison,B2,,,,,,,,
DG-006,다분절 경추 척수증에서 후궁성형술 vs 후궁절제+유합술의 역할과 어느 접근법이 우수한가?,degenerative,comparison,B3,,,,,,,,
DG-006,다분절 경추 척수증에서 후궁성형술 vs 후궁절제+유합술의 역할과 어느 접근법이 우수한가?,degenerative,comparison,B4,,,,,,,,
DG-007,퇴행성 척추전방전위증에서 LLIF/XLIF vs TLIF 비교 최신 RCT 근거는?,degenerative,latest_evidence,B1,,,,,,,,
DG-007,퇴행성 척추전방전위증에서 LLIF/XLIF vs TLIF 비교 최신 RCT 근거는?,degenerative,latest_evidence,B2,,,,,,,,
DG-007,퇴행성 척추전방전위증에서 LLIF/XLIF vs TLIF 비교 최신 RCT 근거는?,degenerative,latest_evidence,B3,,,,,,,,
DG-007,퇴행성 척추전방전위증에서 LLIF/XLIF vs TLIF 비교 최신 RCT 근거는?,degenerative,latest_evidence,B4,,,,,,,,
DG-008,요추 척추관 협착증에서 경막외 스테로이드 주사의 효과와 수술 권유 시점에 대한 근거는?,degenerative,single_evidence,B1,,,,,,,,
DG-008,요추 척추관 협착증에서 경막외 스테로이드 주사의 효과와 수술 권유 시점에 대한 근거는?,degenerative,single_evidence,B2,,,,,,,,
DG-008,요추 척추관 협착증에서 경막외 스테로이드 주사의 효과와 수술 권유 시점에 대한 근거는?,degenerative,single_evidence,B3,,,,,,,,
DG-008,요추 척추관 협착증에서 경막외 스테로이드 주사의 효과와 수술 권유 시점에 대한 근거는?,degenerative,single_evidence,B4,,,,,,,,
DG-009,로봇 보조 척추경 나사못 삽입 vs 프리핸드 기법의 임상 결과 및 합병증 비교는?,degenerative,comparison,B1,,,,,,,,
DG-009,로봇 보조 척추경 나사못 삽입 vs 프리핸드 기법의 임상 결과 및 합병증 비교는?,degenerative,comparison,B2,,,,,,,,
DG-009,로봇 보조 척추경 나사못 삽입 vs 프리핸드 기법의 임상 결과 및 합병증 비교는?,degenerative,comparison,B3,,,,,,,,
DG-009,로봇 보조 척추경 나사못 삽입 vs 프리핸드 기법의 임상 결과 및 합병증 비교는?,degenerative,comparison,B4,,,,,,,,
DG-010,전내시경 요추 추간판절제술(FELD/PELD)의 학습 곡선과 결과에 미치는 영향 근거는?,degenerative,single_evidence,B1,,,,,,,,
DG-010,전내시경 요추 추간판절제술(FELD/PELD)의 학습 곡선과 결과에 미치는 영향 근거는?,degenerative,single_evidence,B2,,,,,,,,
DG-010,전내시경 요추 추간판절제술(FELD/PELD)의 학습 곡선과 결과에 미치는 영향 근거는?,degenerative,single_evidence,B3,,,,,,,,
DG-010,전내시경 요추 추간판절제술(FELD/PELD)의 학습 곡선과 결과에 미치는 영향 근거는?,degenerative,single_evidence,B4,,,,,,,,
DF-001,Lenke 5C 성인 퇴행성 측만증에서 최적 UIV 선택: T10 vs L1?,deformity,indication,B1,,,,,,,,
DF-001,Lenke 5C 성인 퇴행성 측만증에서 최적 UIV 선택: T10 vs L1?,deformity,indication,B2,,,,,,,,
DF-001,Lenke 5C 성인 퇴행성 측만증에서 최적 UIV 선택: T10 vs L1?,deformity,indication,B3,,,,,,,,
DF-001,Lenke 5C 성인 퇴행성 측만증에서 최적 UIV 선택: T10 vs L1?,deformity,indication,B4,,,,,,,,
DF-002,성인 척추 변형 수술 후 근위부 접합부 후만증(PJK)의 발생률과 위험인자는?,deformity,complication,B1,,,,,,,,
DF-002,성인 척추 변형 수술 후 근위부 접합부 후만증(PJK)의 발생률과 위험인자는?,deformity,complication,B2,,,,,,,,
DF-002,성인 척추 변형 수술 후 근위부 접합부 후만증(PJK)의 발생률과 위험인자는?,deformity,complication,B3,,,,,,,,
DF-002,성인 척추 변형 수술 후 근위부 접합부 후만증(PJK)의 발생률과 위험인자는?,deformity,complication,B4,,,,,,,,
DF-003,"고정된 시상면 불균형에서 3주 절골술(PSO, VCR)의 결과와 합병증 프로파일은?",deformity,single_evidence,B1,,,,,,,,
DF-003,"고정된 시상면 불균형에서 3주 절골술(PSO, VCR)의 결과와 합병증 프로파일은?",deformity,single_evidence,B2,,,,,,,,
DF-003,"고정된 시상면 불균형에서 3주 절골술(PSO, VCR)의 결과와 합병증 프로파일은?",deformity,single_evidence,B3,,,,,,,,
DF-003,"고정된 시상면 불균형에서 3주 절골술(PSO, VCR)의 결과와 합병증 프로파일은?",deformity,single_evidence,B4,,,,,,,,
DF-004,Cobb angle 40-50도 청소년 특발성 측만증에서 수술 vs 보존적 치료 근거는?,deformity,comparison,B1,,,,,,,,
DF-004,Cobb angle 40-50도 청소년 특발성 측만증에서 수술 vs 보존적 치료 근거는?,deformity,comparison,B2,,,,,,,,
DF-004,Cobb angle 40-50도 청소년 특발성 측만증에서 수술 vs 보존적 치료 근거는?,deformity,comparison,B3,,,,,,,,
DF-004,Cobb angle 40-50도 청소년 특발성 측만증에서 수술 vs 보존적 치료 근거는?,deformity,comparison,B4,,,,,,,,
DF-005,성인 척추 변형에서 전방주 재건(ACR/ALIF)+후방 고정 vs 후방 단독 접근법의 역할은?,deformity,comparison,B1,,,,,,,,
DF-005,성인 척추 변형에서 전방주 재건(ACR/ALIF)+후방 고정 vs 후방 단독 접근법의 역할은?,deformity,comparison,B2,,,,,,,,
DF-005,성인 척추 변형에서 전방주 재건(ACR/ALIF)+후방 고정 vs 후방 단독 접근법의 역할은?,deformity,comparison,B3,,,,,,,,
DF-005,성인 척추 변형에서 전방주 재건(ACR/ALIF)+후방 고정 vs 후방 단독 접근법의 역할은?,deformity,comparison,B4,,,,,,,,
TR-001,흉요추부 방출 골절(AO A3-A4)에서 단분절 vs 장분절 고정의 근거는?,trauma,comparison,B1,,,,,,,,
TR-001,흉요추부 방출 골절(AO A3-A4)에서 단분절 vs 장분절 고정의 근거는?,trauma,comparison,B2,,,,,,,,
TR-001,흉요추부 방출 골절(AO A3-A4)에서 단분절 vs 장분절 고정의 근거는?,trauma,comparison,B3,,,,,,,,
TR-001,흉요추부 방출 골절(AO A3-A4)에서 단분절 vs 장분절 고정의 근거는?,trauma,comparison,B4,,,,,,,,
TR-002,고령 환자의 치돌기 골절(Anderson type II)에서 수술 vs 보존적 치료 근거는?,trauma,comparison,B1,,,,,,,,
TR-002,고령 환자의 치돌기 골절(Anderson type II)에서 수술 vs 보존적 치료 근거는?,trauma,comparison,B2,,,,,,,,
TR-002,고령 환자의 치돌기 골절(Anderson type II)에서 수술 vs 보존적 치료 근거는?,trauma,comparison,B3,,,,,,,,
TR-002,고령 환자의 치돌기 골절(Anderson type II)에서 수술 vs 보존적 치료 근거는?,trauma,comparison,B4,,,,,,,,
TR-003,외상성 척수 손상에서 최적 수술 시기와 조기 vs 지연 감압의 근거는?,trauma,single_evidence,B1,,,,,,,,
TR-003,외상성 척수 손상에서 최적 수술 시기와 조기 vs 지연 감압의 근거는?,trauma,single_evidence,B2,,,,,,,,
TR-003,외상성 척수 손상에서 최적 수술 시기와 조기 vs 지연 감압의 근거는?,trauma,single_evidence,B3,,,,,,,,
TR-003,외상성 척수 손상에서 최적 수술 시기와 조기 vs 지연 감압의 근거는?,trauma,single_evidence,B4,,,,,,,,
TR-004,흉요추부 골절에서 경피적 vs 개방형 척추경 나사못 고정의 결과 비교는?,trauma,comparison,B1,,,,,,,,
TR-004,흉요추부 골절에서 경피적 vs 개방형 척추경 나사못 고정의 결과 비교는?,trauma,comparison,B2,,,,,,,,
TR-004,흉요추부 골절에서 경피적 vs 개방형 척추경 나사못 고정의 결과 비교는?,trauma,comparison,B3,,,,,,,,
TR-004,흉요추부 골절에서 경피적 vs 개방형 척추경 나사못 고정의 결과 비교는?,trauma,comparison,B4,,,,,,,,
TR-005,골다공증성 압박골절에서 척추성형술/풍선후만성형술의 효과: sham procedure 대비 근거는?,trauma,single_evidence,B1,,,,,,,,
TR-005,골다공증성 압박골절에서 척추성형술/풍선후만성형술의 효과: sham procedure 대비 근거는?,trauma,single_evidence,B2,,,,,,,,
TR-005,골다공증성 압박골절에서 척추성형술/풍선후만성형술의 효과: sham procedure 대비 근거는?,trauma,single_evidence,B3,,,,,,,,
TR-005,골다공증성 압박골절에서 척추성형술/풍선후만성형술의 효과: sham procedure 대비 근거는?,trauma,single_evidence,B4,,,,,,,,
TU-001,전이성 척추 질환에서 SINS 기반 수술적 개입의 근거는?,tumor,indication,B1,,,,,,,,
TU-001,전이성 척추 질환에서 SINS 기반 수술적 개입의 근거는?,tumor,indication,B2,,,,,,,,
TU-001,전이성 척추 질환에서 SINS 기반 수술적 개입의 근거는?,tumor,indication,B3,,,,,,,,
TU-001,전이성 척추 질환에서 SINS 기반 수술적 개입의 근거는?,tumor,indication,B4,,,,,,,,
TU-002,전이성 경막외 척수 압박에서 분리 수술 후 정위 방사선 수술(SSRS)의 현재 근거는?,tumor,single_evidence,B1,,,,,,,,
TU-002,전이성 경막외 척수 압박에서 분리 수술 후 정위 방사선 수술(SSRS)의 현재 근거는?,tumor,single_evidence,B2,,,,,,,,
TU-002,전이성 경막외 척수 압박에서 분리 수술 후 정위 방사선 수술(SSRS)의 현재 근거는?,tumor,single_evidence,B3,,,,,,,,
TU-002,전이성 경막외 척수 압박에서 분리 수술 후 정위 방사선 수술(SSRS)의 현재 근거는?,tumor,single_evidence,B4,,,,,,,,
TU-003,원발성 악성 척추 종양에서 전절제술(en bloc spondylectomy)의 결과 및 예후 인자는?,tumor,single_evidence,B1,,,,,,,,
TU-003,원발성 악성 척추 종양에서 전절제술(en bloc spondylectomy)의 결과 및 예후 인자는?,tumor,single_evidence,B2,,,,,,,,
TU-003,원발성 악성 척추 종양에서 전절제술(en bloc spondylectomy)의 결과 및 예후 인자는?,tumor,single_evidence,B3,,,,,,,,
TU-003,원발성 악성 척추 종양에서 전절제술(en bloc spondylectomy)의 결과 및 예후 인자는?,tumor,single_evidence,B4,,,,,,,,
TU-004,경추 거대세포종(GCT)에서 denosumab vs 수술적 치료의 근거는?,tumor,comparison,B1,,,,,,,,
TU-004,경추 거대세포종(GCT)에서 denosumab vs 수술적 치료의 근거는?,tumor,comparison,B2,,,,,,,,
TU-004,경추 거대세포종(GCT)에서 denosumab vs 수술적 치료의 근거는?,tumor,comparison,B3,,,,,,,,
TU-004,경추 거대세포종(GCT)에서 denosumab vs 수술적 치료의 근거는?,tumor,comparison,B4,,,,,,,,
BS-001,Modic 변화가 요통 병인 및 치료 반응에 미치는 역할에 대한 근거는?,basic_science,single_evidence,B1,,,,,,,,
BS-001,Modic 변화가 요통 병인 및 치료 반응에 미치는 역할에 대한 근거는?,basic_science,single_evidence,B2,,,,,,,,
BS-001,Modic 변화가 요통 병인 및 치료 반응에 미치는 역할에 대한 근거는?,basic_science,single_evidence,B3,,,,,,,,
BS-001,Modic 변화가 요통 병인 및 치료 반응에 미치는 역할에 대한 근거는?,basic_science,single_evidence,B4,,,,,,,,
BS-002,추간판 퇴행에서 줄기세포 치료의 현재 근거는?,basic_science,latest_evidence,B1,,,,,,,,
BS-002,추간판 퇴행에서 줄기세포 치료의 현재 근거는?,basic_science,latest_evidence,B2,,,,,,,,
BS-002,추간판 퇴행에서 줄기세포 치료의 현재 근거는?,basic_science,latest_evidence,B3,,,,,,,,
BS-002,추간판 퇴행에서 줄기세포 치료의 현재 근거는?,basic_science,latest_evidence,B4,,,,,,,,
BS-003,요추 유합에서 추체간 케이지 재료(PEEK vs 티타늄 vs 3D프린팅) 비교 생역학적 근거는?,basic_science,comparison,B1,,,,,,,,
BS-003,요추 유합에서 추체간 케이지 재료(PEEK vs 티타늄 vs 3D프린팅) 비교 생역학적 근거는?,basic_science,comparison,B2,,,,,,,,
BS-003,요추 유합에서 추체간 케이지 재료(PEEK vs 티타늄 vs 3D프린팅) 비교 생역학적 근거는?,basic_science,comparison,B3,,,,,,,,
BS-003,요추 유합에서 추체간 케이지 재료(PEEK vs 티타늄 vs 3D프린팅) 비교 생역학적 근거는?,basic_science,comparison,B4,,,,,,,,
BS-004,흡연이 척추 유합 결과 및 가관절증 발생률에 미치는 영향 근거는?,basic_science,single_evidence,B1,,,,,,,,
BS-004,흡연이 척추 유합 결과 및 가관절증 발생률에 미치는 영향 근거는?,basic_science,single_evidence,B2,,,,,,,,
BS-004,흡연이 척추 유합 결과 및 가관절증 발생률에 미치는 영향 근거는?,basic_science,single_evidence,B3,,,,,,,,
BS-004,흡연이 척추 유합 결과 및 가관절증 발생률에 미치는 영향 근거는?,basic_science,single_evidence,B4,,,,,,,,
BS-005,척추 수술에서 네비게이션 및 증강현실의 역할: 정확도 및 임상 결과에 대한 현재 근거는?,basic_science,latest_evidence,B1,,,,,,,,
BS-005,척추 수술에서 네비게이션 및 증강현실의 역할: 정확도 및 임상 결과에 대한 현재 근거는?,basic_science,latest_evidence,B2,,,,,,,,
BS-005,척추 수술에서 네비게이션 및 증강현실의 역할: 정확도 및 임상 결과에 대한 현재 근거는?,basic_science,latest_evidence,B3,,,,,,,,
BS-005,척추 수술에서 네비게이션 및 증강현실의 역할: 정확도 및 임상 결과에 대한 현재 근거는?,basic_science,latest_evidence,B4,,,,,,,,
